duree,union,age_actuel,milieu,instruction,region,religion,richesse
18.0,1,21,Urbain,Secondaire,Est,Catholique,Riche
20.0,1,24,Urbain,Secondaire,Littoral,Autre_Chretien,Moyen
22.0,1,25,Urbain,Secondaire,Littoral,Protestant,Moyen
13.0,1,29,Urbain,Primaire,Littoral,Protestant,Pauvre
16.0,0,16,Urbain,Secondaire,Littoral,Catholique,Moyen
15.0,1,32,Urbain,Primaire,Littoral,Musulman,Pauvre
16.0,1,36,Urbain,Primaire,Littoral,Protestant,Moyen
16.0,0,16,Urbain,Secondaire,Littoral,Protestant,Moyen
16.0,0,16,Urbain,Aucun,Littoral,Protestant,Moyen
15.0,1,35,Urbain,Primaire,Littoral,Musulman,Moyen
15.0,0,15,Urbain,Primaire,Littoral,Musulman,Moyen
20.0,1,28,Urbain,Secondaire,Littoral,Protestant,Moyen
25.0,1,27,Urbain,Primaire,Littoral,Catholique,Riche
18.0,1,37,Urbain,Aucun,Littoral,Catholique,Moyen
15.0,0,15,Urbain,Secondaire,Littoral,Musulman,Moyen
16.0,1,18,Urbain,Aucun,Littoral,Autre_Chretien,Moyen
20.0,0,20,Urbain,Secondaire,Littoral,Autre_Chretien,Moyen
25.0,1,46,Urbain,Primaire,Littoral,Protestant,Riche
18.0,0,18,Urbain,Secondaire,Littoral,Protestant,Riche
17.0,0,17,Urbain,Secondaire,Littoral,Protestant,Riche
15.0,0,15,Urbain,Secondaire,Littoral,Protestant,Riche
19.0,1,32,Urbain,Aucun,Littoral,Catholique,Pauvre
15.0,1,28,Urbain,Primaire,Littoral,Musulman,Pauvre
16.0,1,18,Urbain,Secondaire,Littoral,Musulman,Riche
12.0,1,22,Urbain,Aucun,Littoral,Catholique,Pauvre
16.0,1,29,Urbain,Primaire,Littoral,Catholique,Moyen
17.0,1,18,Urbain,Primaire,Littoral,Musulman,Pauvre
18.0,1,20,Urbain,Secondaire,Littoral,Catholique,Pauvre
15.0,1,28,Urbain,Secondaire,Littoral,Protestant,Riche
19.0,0,19,Urbain,Primaire,Littoral,Musulman,Riche
15.0,1,35,Urbain,Aucun,Littoral,Musulman,Moyen
15.0,1,43,Urbain,Aucun,Littoral,Musulman,Moyen
15.0,1,33,Urbain,Aucun,Littoral,Musulman,Moyen
13.0,1,28,Urbain,Aucun,Littoral,Musulman,Moyen
18.0,0,18,Urbain,Secondaire,Littoral,Musulman,Moyen
15.0,1,24,Urbain,Primaire,Littoral,Musulman,Moyen
18.0,0,18,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Moyen
15.0,0,15,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Moyen
26.0,0,26,Rural,Primaire,Sud_Ouest,Autre_Chretien,Moyen
17.0,1,47,Rural,Secondaire,Sud_Ouest,Protestant,Tres_riche
18.0,0,18,Rural,Secondaire,Sud_Ouest,Protestant,Tres_riche
18.0,1,30,Rural,Primaire,Sud_Ouest,Catholique,Moyen
22.0,1,25,Rural,Secondaire,Sud_Ouest,Protestant,Riche
18.0,1,42,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
16.0,1,26,Rural,Primaire,Sud_Ouest,Catholique,Moyen
20.0,1,38,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
16.0,0,16,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
33.5,0,36,Rural,Primaire,Sud_Ouest,Catholique,Moyen
17.0,1,37,Rural,Primaire,Sud_Ouest,Autre_Chretien,Riche
19.0,0,19,Rural,Secondaire,Sud_Ouest,Protestant,Riche
27.0,1,37,Rural,Secondaire,Sud_Ouest,Catholique,Tres_riche
24.0,0,24,Rural,Secondaire,Sud_Ouest,Protestant,Tres_riche
17.0,1,40,Rural,Secondaire,Sud_Ouest,Catholique,Tres_riche
24.0,0,24,Rural,Secondaire,Sud_Ouest,Catholique,Tres_riche
21.0,0,21,Rural,Secondaire,Sud_Ouest,Catholique,Tres_riche
18.0,1,22,Rural,Secondaire,Sud_Ouest,Catholique,Riche
16.0,0,16,Rural,Secondaire,Sud_Ouest,Catholique,Riche
19.0,1,29,Rural,Secondaire,Sud_Ouest,Catholique,Riche
18.0,1,20,Rural,Secondaire,Sud_Ouest,Catholique,Tres_riche
21.0,1,22,Urbain,Secondaire,Centre,Protestant,Tres_riche
26.0,1,36,Urbain,Secondaire,Centre,Catholique,Tres_riche
16.0,0,16,Urbain,Secondaire,Centre,Catholique,Tres_riche
23.0,1,28,Urbain,Superieur,Centre,Autre_Chretien,Tres_riche
20.0,0,20,Urbain,Superieur,Centre,Autre_Chretien,Tres_riche
27.0,1,40,Urbain,Secondaire,Centre,Catholique,Tres_riche
21.0,1,30,Urbain,Secondaire,Centre,Catholique,Riche
22.0,0,22,Urbain,Superieur,Centre,Catholique,Tres_riche
19.0,0,19,Urbain,Secondaire,Centre,Protestant,Tres_riche
17.0,1,33,Urbain,Superieur,Centre,Protestant,Tres_riche
29.0,1,31,Urbain,Secondaire,Centre,Catholique,Tres_riche
22.0,1,46,Urbain,Secondaire,Centre,Catholique,Tres_riche
16.0,1,22,Urbain,Secondaire,Centre,Catholique,Tres_riche
26.0,1,30,Urbain,Secondaire,Centre,Catholique,Tres_riche
14.0,1,19,Urbain,Secondaire,Centre,Musulman,Riche
22.0,1,33,Urbain,Primaire,Centre,Catholique,Riche
19.0,1,34,Urbain,Primaire,Centre,Catholique,Riche
22.0,1,22,Urbain,Secondaire,Centre,Catholique,Riche
18.0,1,18,Urbain,Primaire,Centre,Protestant,Riche
22.0,1,25,Urbain,Primaire,Centre,Catholique,Riche
18.0,1,19,Urbain,Primaire,Centre,Catholique,Riche
28.0,0,28,Urbain,Secondaire,Centre,Catholique,Riche
31.0,0,31,Urbain,Secondaire,Centre,Catholique,Riche
19.0,1,35,Urbain,Primaire,Centre,Catholique,Moyen
33.5,1,40,Urbain,Primaire,Centre,Catholique,Moyen
24.0,0,24,Urbain,Secondaire,Centre,Catholique,Moyen
23.0,0,23,Urbain,Secondaire,Centre,Catholique,Tres_riche
23.0,0,23,Urbain,Superieur,Centre,Catholique,Moyen
25.0,0,25,Rural,Primaire,Sud,Protestant,Pauvre
16.0,0,16,Rural,Secondaire,Sud,Protestant,Pauvre
20.0,1,48,Rural,Primaire,Sud,Protestant,Pauvre
20.0,0,20,Rural,Secondaire,Sud,Protestant,Pauvre
24.0,1,33,Rural,Primaire,Sud,Catholique,Moyen
12.0,1,31,Rural,Aucun,Sud,Protestant,Pauvre
23.0,1,32,Rural,Primaire,Sud,Autre_Chretien,Moyen
13.0,1,49,Rural,Secondaire,Sud,Catholique,Moyen
15.0,0,15,Rural,Secondaire,Sud,Protestant,Moyen
20.0,1,40,Rural,Secondaire,Sud,Protestant,Pauvre
15.0,0,15,Rural,Secondaire,Sud,Protestant,Pauvre
13.0,1,39,Rural,Secondaire,Sud,Autre_Chretien,Pauvre
17.0,0,17,Rural,Secondaire,Sud,Catholique,Pauvre
19.0,1,28,Rural,Secondaire,Sud,Catholique,Pauvre
19.0,0,19,Rural,Secondaire,Sud,Catholique,Pauvre
15.0,0,15,Rural,Primaire,Sud,Protestant,Moyen
19.0,0,19,Rural,Secondaire,Sud,Catholique,Moyen
20.0,1,36,Rural,Secondaire,Sud,Catholique,Moyen
22.0,1,28,Rural,Secondaire,Sud,Protestant,Moyen
15.0,0,15,Rural,Secondaire,Sud,Catholique,Pauvre
17.0,1,40,Rural,Secondaire,Sud,Catholique,Pauvre
21.0,0,21,Rural,Secondaire,Sud,Catholique,Pauvre
17.0,1,43,Rural,Primaire,Sud,Protestant,Moyen
24.0,1,33,Rural,Secondaire,Sud,Protestant,Pauvre
17.0,1,38,Rural,Aucun,Centre,Catholique,Riche
19.0,1,31,Rural,Secondaire,Centre,Catholique,Tres_riche
27.0,1,33,Rural,Secondaire,Centre,Catholique,Moyen
27.0,1,33,Rural,Superieur,Centre,Catholique,Tres_riche
17.0,0,17,Rural,Secondaire,Centre,Catholique,Tres_riche
20.0,0,20,Rural,Superieur,Centre,Catholique,Tres_riche
22.0,1,24,Rural,Superieur,Centre,Catholique,Tres_riche
17.0,0,17,Rural,Secondaire,Centre,Protestant,Tres_riche
21.0,1,46,Rural,Superieur,Centre,Catholique,Tres_riche
16.0,0,16,Rural,Secondaire,Centre,Catholique,Tres_riche
17.0,0,17,Rural,Superieur,Centre,Catholique,Tres_riche
18.0,0,18,Rural,Secondaire,Centre,Catholique,Riche
13.0,1,31,Rural,Primaire,Centre,Catholique,Moyen
24.0,1,38,Rural,Secondaire,Centre,Catholique,Tres_riche
18.0,1,38,Rural,Primaire,Centre,Musulman,Moyen
15.0,0,15,Rural,Aucun,Centre,Musulman,Moyen
24.0,1,33,Rural,Primaire,Centre,Catholique,Moyen
33.5,0,39,Rural,Secondaire,Centre,Catholique,Riche
33.5,0,34,Rural,Secondaire,Centre,Catholique,Riche
16.0,1,24,Rural,Secondaire,Centre,Catholique,Tres_riche
18.0,0,18,Rural,Secondaire,Centre,Autre_Chretien,Tres_riche
25.0,1,27,Rural,Secondaire,Centre,Catholique,Tres_riche
22.0,1,23,Rural,Superieur,Centre,Catholique,Tres_riche
19.0,0,19,Rural,Secondaire,Centre,Catholique,Tres_riche
16.0,1,35,Rural,Primaire,Centre,Catholique,Riche
20.0,1,24,Rural,Primaire,Centre,Catholique,Riche
16.0,1,33,Rural,Aucun,Centre,Protestant,Pauvre
17.0,1,30,Rural,Primaire,Centre,Protestant,Riche
16.0,1,31,Rural,Aucun,Centre,Protestant,Tres_riche
23.0,1,29,Rural,Secondaire,Centre,Protestant,Riche
21.0,0,21,Rural,Primaire,Centre,Protestant,Moyen
19.0,1,24,Rural,Secondaire,Centre,Protestant,Moyen
14.0,1,24,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
15.0,0,15,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
14.0,1,16,Rural,Primaire,Extreme_Nord,Autre_Chretien,Moyen
14.0,1,16,Rural,Aucun,Extreme_Nord,Autre_Chretien,Tres_pauvre
17.0,1,17,Rural,Secondaire,Extreme_Nord,Catholique,Moyen
18.0,1,18,Rural,Aucun,Extreme_Nord,Autre_Chretien,Pauvre
15.0,1,17,Rural,Primaire,Extreme_Nord,Autre_Chretien,Pauvre
24.0,1,32,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
17.0,0,17,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
11.0,1,17,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
15.0,1,16,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
18.0,0,18,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
18.0,1,23,Rural,Aucun,Extreme_Nord,Catholique,Pauvre
28.0,1,33,Rural,Secondaire,Extreme_Nord,Protestant,Moyen
14.0,1,30,Rural,Primaire,Extreme_Nord,Protestant,Moyen
15.0,1,19,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
14.0,1,24,Rural,Secondaire,Extreme_Nord,Catholique,Pauvre
15.0,0,15,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
16.0,1,17,Rural,Aucun,Extreme_Nord,Musulman,Moyen
15.0,0,15,Rural,Aucun,Extreme_Nord,Musulman,Moyen
15.0,1,43,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
16.0,1,16,Rural,Aucun,Extreme_Nord,Musulman,Moyen
15.0,1,21,Rural,Primaire,Extreme_Nord,Musulman,Moyen
21.0,1,29,Rural,Aucun,Extreme_Nord,Musulman,Moyen
13.0,1,31,Rural,Primaire,Extreme_Nord,Catholique,Moyen
17.0,1,18,Rural,Secondaire,Extreme_Nord,Catholique,Moyen
15.0,1,24,Rural,Primaire,Extreme_Nord,Autre_Chretien,Moyen
12.0,1,20,Rural,Primaire,Extreme_Nord,Autre_Chretien,Moyen
16.0,1,20,Rural,Primaire,Extreme_Nord,Catholique,Moyen
12.0,1,25,Rural,Secondaire,Extreme_Nord,Protestant,Moyen
19.0,1,22,Rural,Primaire,Extreme_Nord,Autre_Chretien,Moyen
27.0,1,49,Rural,Primaire,Extreme_Nord,Protestant,Riche
15.0,1,30,Rural,Primaire,Extreme_Nord,Autre_Chretien,Riche
27.0,1,28,Rural,Primaire,Extreme_Nord,Catholique,Riche
23.0,1,24,Rural,Secondaire,Extreme_Nord,Autre_Chretien,Moyen
16.0,0,16,Rural,Secondaire,Extreme_Nord,Autre_Chretien,Moyen
14.0,1,38,Rural,Primaire,Extreme_Nord,Protestant,Moyen
17.0,0,17,Rural,Primaire,Extreme_Nord,Protestant,Moyen
16.0,0,16,Rural,Primaire,Extreme_Nord,Autre_Chretien,Moyen
15.0,1,35,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
18.0,0,18,Urbain,Secondaire,Extreme_Nord,Musulman,Tres_riche
25.0,0,25,Urbain,Primaire,Extreme_Nord,Musulman,Tres_riche
22.0,0,22,Urbain,Primaire,Extreme_Nord,Musulman,Tres_riche
16.0,1,28,Urbain,Primaire,Extreme_Nord,Musulman,Riche
17.0,0,17,Urbain,Secondaire,Extreme_Nord,Musulman,Riche
16.0,0,16,Urbain,Secondaire,Extreme_Nord,Musulman,Riche
15.0,0,15,Urbain,Secondaire,Extreme_Nord,Musulman,Riche
18.0,0,18,Urbain,Primaire,Extreme_Nord,Musulman,Riche
19.0,1,40,Urbain,Aucun,Extreme_Nord,Musulman,Moyen
20.0,1,25,Urbain,Aucun,Extreme_Nord,Musulman,Moyen
17.0,1,20,Urbain,Secondaire,Extreme_Nord,Protestant,Riche
26.0,1,32,Urbain,Secondaire,Extreme_Nord,Catholique,Tres_riche
17.0,0,17,Urbain,Secondaire,Extreme_Nord,Catholique,Tres_riche
20.0,1,29,Urbain,Secondaire,Extreme_Nord,Catholique,Riche
14.0,1,18,Urbain,Primaire,Extreme_Nord,Musulman,Riche
27.0,0,27,Urbain,Primaire,Extreme_Nord,Musulman,Riche
18.0,0,18,Urbain,Secondaire,Extreme_Nord,Musulman,Moyen
15.0,0,15,Urbain,Secondaire,Extreme_Nord,Musulman,Moyen
15.0,1,18,Urbain,Primaire,Extreme_Nord,Musulman,Moyen
20.0,1,38,Urbain,Secondaire,Extreme_Nord,Catholique,Riche
18.0,1,19,Urbain,Primaire,Extreme_Nord,Catholique,Riche
15.0,0,15,Urbain,Secondaire,Extreme_Nord,Catholique,Riche
14.0,1,38,Urbain,Aucun,Extreme_Nord,Musulman,Riche
14.0,1,17,Urbain,Secondaire,Extreme_Nord,Musulman,Riche
15.0,0,15,Urbain,Aucun,Extreme_Nord,Musulman,Riche
16.0,1,27,Urbain,Secondaire,Extreme_Nord,Musulman,Moyen
12.0,1,20,Urbain,Aucun,Extreme_Nord,Musulman,Moyen
15.0,1,32,Urbain,Primaire,Extreme_Nord,Musulman,Riche
17.0,1,18,Urbain,Primaire,Extreme_Nord,Musulman,Riche
18.0,1,36,Urbain,Aucun,Extreme_Nord,Musulman,Riche
23.0,1,36,Urbain,Primaire,Extreme_Nord,Autre_Chretien,Moyen
17.0,1,27,Urbain,Primaire,Extreme_Nord,Musulman,Tres_riche
15.0,1,24,Urbain,Aucun,Extreme_Nord,Musulman,Moyen
22.0,1,32,Urbain,Aucun,Extreme_Nord,Musulman,Moyen
15.0,0,15,Urbain,Aucun,Extreme_Nord,Musulman,Moyen
16.0,0,16,Urbain,Primaire,Extreme_Nord,Musulman,Moyen
18.0,0,18,Urbain,Secondaire,Extreme_Nord,Catholique,Moyen
15.0,1,16,Urbain,Primaire,Extreme_Nord,Musulman,Tres_riche
18.0,1,19,Urbain,Primaire,Extreme_Nord,Musulman,Riche
15.0,0,15,Urbain,Primaire,Extreme_Nord,Musulman,Riche
19.0,1,21,Urbain,Primaire,Extreme_Nord,Musulman,Riche
26.0,1,40,Urbain,Secondaire,Extreme_Nord,Catholique,Riche
22.0,0,22,Urbain,Secondaire,Extreme_Nord,Catholique,Riche
19.0,1,26,Urbain,Secondaire,Extreme_Nord,Catholique,Riche
21.0,1,24,Urbain,Secondaire,Ouest,Catholique,Riche
22.0,1,41,Urbain,Primaire,Ouest,Catholique,Moyen
24.0,0,24,Urbain,Secondaire,Ouest,Catholique,Moyen
33.5,0,36,Urbain,Primaire,Ouest,Catholique,Riche
20.0,1,23,Urbain,Secondaire,Ouest,Musulman,Riche
18.0,1,46,Urbain,Primaire,Ouest,Catholique,Riche
17.0,0,17,Urbain,Secondaire,Ouest,Catholique,Riche
20.0,1,21,Urbain,Superieur,Ouest,Catholique,Riche
14.0,1,38,Urbain,Primaire,Ouest,Catholique,Riche
15.0,0,15,Urbain,Secondaire,Ouest,Catholique,Riche
23.0,1,28,Urbain,Secondaire,Ouest,Catholique,Riche
20.0,1,30,Urbain,Primaire,Ouest,Catholique,Moyen
22.0,1,31,Urbain,Secondaire,Ouest,Catholique,Riche
28.0,1,32,Urbain,Primaire,Ouest,Catholique,Pauvre
18.0,1,21,Urbain,Primaire,Ouest,Catholique,Moyen
21.0,1,25,Urbain,Superieur,Ouest,Catholique,Moyen
18.0,1,28,Urbain,Secondaire,Ouest,Musulman,Moyen
19.0,0,19,Urbain,Secondaire,Ouest,Musulman,Moyen
20.0,1,24,Urbain,Primaire,Ouest,Catholique,Pauvre
33.5,0,39,Urbain,Superieur,Ouest,Catholique,Riche
31.0,0,31,Urbain,Superieur,Ouest,Catholique,Riche
25.0,0,25,Urbain,Secondaire,Ouest,Autre_Chretien,Riche
19.0,1,26,Urbain,Secondaire,Ouest,Autre_Chretien,Riche
20.0,0,20,Urbain,Secondaire,Ouest,Autre_Chretien,Riche
17.0,0,17,Urbain,Secondaire,Ouest,Autre_Chretien,Riche
20.0,1,48,Urbain,Secondaire,Ouest,Protestant,Moyen
15.0,1,40,Rural,Aucun,Ouest,Protestant,Pauvre
16.0,0,16,Rural,Secondaire,Ouest,Protestant,Pauvre
19.0,1,35,Rural,Primaire,Ouest,Protestant,Tres_pauvre
21.0,1,28,Rural,Aucun,Ouest,Protestant,Tres_pauvre
13.0,1,44,Rural,Primaire,Ouest,Protestant,Pauvre
22.0,1,30,Rural,Primaire,Ouest,Protestant,Pauvre
18.0,0,18,Rural,Primaire,Ouest,Protestant,Pauvre
15.0,1,41,Rural,Primaire,Ouest,Protestant,Pauvre
15.0,1,19,Rural,Aucun,Ouest,Catholique,Pauvre
13.0,1,17,Rural,Aucun,Ouest,Musulman,Pauvre
25.0,1,39,Rural,Aucun,Ouest,Protestant,Tres_pauvre
25.0,1,33,Rural,Aucun,Ouest,Protestant,Tres_pauvre
15.0,1,41,Rural,Aucun,Ouest,Musulman,Pauvre
17.0,1,18,Rural,Aucun,Ouest,Musulman,Pauvre
12.0,1,25,Rural,Secondaire,Ouest,Protestant,Tres_pauvre
19.0,0,19,Rural,Secondaire,Ouest,Protestant,Pauvre
17.0,1,28,Rural,Primaire,Ouest,Protestant,Pauvre
16.0,1,30,Rural,Primaire,Ouest,Protestant,Pauvre
18.0,1,35,Rural,Primaire,Ouest,Protestant,Pauvre
29.0,1,33,Rural,Aucun,Ouest,Protestant,Tres_pauvre
24.0,1,38,Rural,Primaire,Ouest,Protestant,Pauvre
20.0,1,43,Rural,Aucun,Ouest,Protestant,Tres_pauvre
15.0,1,43,Urbain,Primaire,Est,Catholique,Tres_riche
18.0,0,18,Urbain,Secondaire,Est,Catholique,Moyen
31.0,1,31,Urbain,Secondaire,Est,Catholique,Riche
22.0,1,28,Urbain,Secondaire,Est,Catholique,Tres_riche
33.5,0,36,Urbain,Secondaire,Est,Protestant,Tres_riche
31.0,0,31,Urbain,Superieur,Est,Protestant,Tres_riche
33.5,0,42,Urbain,Primaire,Est,Protestant,Tres_riche
24.0,1,28,Urbain,Secondaire,Est,Catholique,Tres_riche
14.0,1,45,Urbain,Secondaire,Est,Catholique,Tres_riche
32.0,0,32,Urbain,Superieur,Est,Autre_Chretien,Tres_riche
20.0,1,35,Urbain,Secondaire,Est,Catholique,Tres_riche
25.0,0,25,Urbain,Secondaire,Est,Protestant,Tres_riche
14.0,1,31,Urbain,Primaire,Est,Autre_Chretien,Tres_riche
18.0,1,19,Urbain,Secondaire,Est,Animiste,Tres_riche
16.0,0,16,Urbain,Primaire,Est,Musulman,Tres_riche
17.0,1,49,Urbain,Primaire,Est,Catholique,Riche
17.0,0,17,Urbain,Secondaire,Est,Catholique,Riche
19.0,1,43,Urbain,Secondaire,Est,Protestant,Tres_riche
16.0,0,16,Urbain,Secondaire,Est,Catholique,Tres_riche
18.0,0,18,Urbain,Secondaire,Est,Protestant,Tres_riche
25.0,1,30,Urbain,Superieur,Est,Autre_Chretien,Tres_riche
33.0,1,38,Urbain,Superieur,Est,Catholique,Tres_riche
29.0,0,29,Urbain,Superieur,Est,Autre_Chretien,Riche
21.0,1,45,Urbain,Secondaire,Est,Musulman,Tres_riche
33.5,0,49,Urbain,Primaire,Est,Catholique,Tres_riche
29.0,1,38,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
17.0,0,17,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
16.0,1,33,Urbain,Secondaire,Est,Catholique,Riche
19.0,1,28,Rural,Secondaire,Centre,Catholique,Moyen
22.0,1,49,Rural,Secondaire,Centre,Catholique,Riche
21.0,0,21,Rural,Secondaire,Centre,Catholique,Riche
26.0,1,49,Rural,Primaire,Centre,Catholique,Pauvre
16.0,1,31,Rural,Primaire,Centre,Catholique,Pauvre
16.0,1,18,Rural,Secondaire,Centre,Catholique,Pauvre
14.0,1,22,Rural,Secondaire,Centre,Catholique,Pauvre
15.0,1,22,Rural,Secondaire,Centre,Catholique,Pauvre
21.0,0,21,Rural,Primaire,Centre,Catholique,Pauvre
18.0,0,18,Rural,Primaire,Centre,Catholique,Riche
15.0,0,15,Rural,Secondaire,Centre,Catholique,Riche
15.0,1,17,Rural,Secondaire,Centre,Catholique,Pauvre
20.0,1,39,Rural,Primaire,Centre,Catholique,Moyen
15.0,0,15,Rural,Secondaire,Centre,Catholique,Moyen
16.0,0,16,Rural,Secondaire,Centre,Catholique,Pauvre
15.0,1,16,Rural,Secondaire,Centre,Catholique,Pauvre
28.0,1,42,Rural,Primaire,Centre,Catholique,Pauvre
15.0,0,15,Rural,Primaire,Centre,Catholique,Pauvre
16.0,1,26,Rural,Secondaire,Centre,Catholique,Moyen
27.0,1,28,Rural,Secondaire,Centre,Catholique,Moyen
15.0,1,24,Rural,Primaire,Centre,Catholique,Pauvre
15.0,1,20,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
17.0,1,43,Rural,Aucun,Adamaoua,Musulman,Pauvre
15.0,1,39,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
21.0,1,22,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,20,Rural,Aucun,Adamaoua,Musulman,Pauvre
33.5,1,43,Rural,Aucun,Adamaoua,Musulman,Pauvre
19.0,1,27,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
21.0,1,25,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
22.0,1,27,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
21.0,1,35,Rural,Aucun,Adamaoua,Musulman,Pauvre
13.0,1,15,Rural,Aucun,Adamaoua,Musulman,Pauvre
13.0,1,34,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,18,Rural,Aucun,Adamaoua,Musulman,Moyen
17.0,1,30,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
16.0,1,19,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
20.0,1,23,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
17.0,1,34,Rural,Aucun,Adamaoua,Musulman,Pauvre
14.0,1,15,Rural,Primaire,Adamaoua,Musulman,Pauvre
18.0,0,18,Rural,Primaire,Adamaoua,Musulman,Moyen
15.0,0,15,Rural,Aucun,Adamaoua,Musulman,Moyen
24.0,1,39,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,34,Rural,Aucun,Adamaoua,Musulman,Pauvre
16.0,1,34,Rural,Aucun,Adamaoua,Musulman,Pauvre
17.0,1,32,Rural,Aucun,Adamaoua,Musulman,Pauvre
12.0,1,26,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
17.0,1,21,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
19.0,1,43,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,40,Rural,Primaire,Adamaoua,Musulman,Pauvre
14.0,1,31,Rural,Aucun,Adamaoua,Musulman,Pauvre
17.0,1,20,Rural,Aucun,Adamaoua,Musulman,Pauvre
13.0,1,18,Rural,Aucun,Littoral,Musulman,Pauvre
15.0,1,44,Rural,Aucun,Littoral,Protestant,Tres_pauvre
15.0,1,38,Rural,Primaire,Littoral,Musulman,Moyen
14.0,1,16,Rural,Primaire,Littoral,Musulman,Pauvre
15.0,1,28,Rural,Primaire,Littoral,Protestant,Tres_pauvre
15.0,1,26,Rural,Aucun,Littoral,Protestant,Tres_pauvre
14.0,1,23,Rural,Aucun,Littoral,Animiste,Tres_pauvre
18.0,1,34,Rural,Aucun,Littoral,Musulman,Pauvre
17.0,1,20,Rural,Primaire,Littoral,Musulman,Tres_pauvre
14.0,1,25,Rural,Aucun,Littoral,Protestant,Tres_pauvre
13.0,1,19,Rural,Primaire,Littoral,Musulman,Pauvre
16.0,1,40,Rural,Aucun,Littoral,Protestant,Tres_pauvre
25.0,1,32,Rural,Aucun,Littoral,Musulman,Pauvre
20.0,1,21,Rural,Primaire,Littoral,Musulman,Pauvre
13.0,1,22,Rural,Primaire,Littoral,Musulman,Pauvre
18.0,1,40,Rural,Aucun,Littoral,Musulman,Tres_pauvre
15.0,0,15,Rural,Primaire,Littoral,Musulman,Tres_pauvre
26.0,1,49,Rural,Aucun,Littoral,Musulman,Pauvre
26.0,1,37,Rural,Aucun,Littoral,Protestant,Tres_pauvre
16.0,1,31,Rural,Primaire,Littoral,Protestant,Tres_pauvre
21.0,1,26,Rural,Primaire,Littoral,Musulman,Pauvre
14.0,1,46,Rural,Aucun,Littoral,Musulman,Tres_pauvre
26.0,1,30,Rural,Aucun,Littoral,Musulman,Tres_pauvre
15.0,1,38,Rural,Aucun,Littoral,Musulman,Tres_pauvre
11.0,1,39,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
18.0,1,40,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
20.0,1,25,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
15.0,1,31,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
16.0,1,25,Rural,Primaire,Adamaoua,Catholique,Pauvre
23.0,1,30,Rural,Aucun,Adamaoua,Musulman,Pauvre
13.0,1,41,Rural,Secondaire,Adamaoua,Protestant,Pauvre
22.0,1,28,Rural,Primaire,Adamaoua,Protestant,Pauvre
11.0,1,41,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,22,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
13.0,1,16,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
27.0,1,48,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
13.0,1,15,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
15.0,1,37,Rural,Primaire,Adamaoua,Protestant,Pauvre
18.0,1,41,Rural,Primaire,Adamaoua,Protestant,Pauvre
14.0,1,19,Rural,Aucun,Adamaoua,Protestant,Pauvre
15.0,1,17,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
18.0,1,39,Rural,Aucun,Adamaoua,Musulman,Pauvre
15.0,1,27,Rural,Aucun,Adamaoua,Protestant,Pauvre
16.0,1,32,Rural,Primaire,Ouest,Catholique,Moyen
20.0,1,27,Rural,Secondaire,Ouest,Protestant,Tres_pauvre
27.0,0,27,Rural,Primaire,Ouest,Protestant,Pauvre
